intent,utterance
positive_feedback,perfect work, you've done well
positive_feedback,perfectly
positive_feedback,right
positive_feedback,right response
positive_feedback,right response to command
positive_feedback,right response to the command
positive_feedback,strongly agree
positive_feedback,strongly agreed
positive_feedback,thank you
positive_feedback,thank you for answers
positive_feedback,thank you for completing it
positive_feedback,thank you for doing it
positive_feedback,thank you for doing that
positive_feedback,thank you for helping
positive_feedback,thank you for helps
positive_feedback,thank you for that information
positive_feedback,thank you for the response
positive_feedback,thank you for your answer
positive_feedback,thank you for your answers
positive_feedback,thank you for your asssistance
positive_feedback,thank you for your help
positive_feedback,thank you for your response
positive_feedback,thank you so much
positive_feedback,thank you so much for answer
positive_feedback,thank you so much for answers
positive_feedback,thank you so much for doing it
positive_feedback,thank you so much for doing that
positive_feedback,thank you so much for help
positive_feedback,thank you so much for listening
positive_feedback,thank you so much for reminding me of it
positive_feedback,thank you so much for reminding me of that
positive_feedback,thank you so much for that information
positive_feedback,thank you so much for the answer
positive_feedback,thank you so much for the asssistance
positive_feedback,thank you so much for the help
positive_feedback,thank you so much for the information
positive_feedback,thank you so much for the response
positive_feedback,thank you so much for this information
positive_feedback,thank you so much for your answer
positive_feedback,thank you so much for your asssistance
positive_feedback,thank you so much for your help
positive_feedback,thank you so much for your helping
positive_feedback,thank you very much
positive_feedback,thank you very much for completing it
positive_feedback,thank you very much for doing that
positive_feedback,thank you very much for listening
positive_feedback,thank you very much for reminding me of it
positive_feedback,thank you very much for reminding me of that
positive_feedback,thank you very much for response
positive_feedback,thank you very much for that information
positive_feedback,thank you very much for the answer
positive_feedback,thank you very much for your answer
positive_feedback,thank you very much for your answers
positive_feedback,thank you very much for your asssistance
positive_feedback,thank you very much for your helps
positive_feedback,thanks
positive_feedback,thanks for answer
positive_feedback,thanks for answers
positive_feedback,thanks for asssistance
positive_feedback,thanks for completing it
positive_feedback,thanks for completing that
positive_feedback,thanks for doing it
positive_feedback,thanks for doing that
positive_feedback,thanks for help
positive_feedback,thanks for helping
positive_feedback,thanks for helps
positive_feedback,thanks for listening
positive_feedback,thanks for reminding me
positive_feedback,thanks for reminding me of it
positive_feedback,thanks for response
positive_feedback,thanks for that information
positive_feedback,thanks for the answer
positive_feedback,thanks for the helping
positive_feedback,thanks for the helps
positive_feedback,thanks for the information
positive_feedback,thanks for the response
positive_feedback,thanks for this information
positive_feedback,thanks for your answer
positive_feedback,thanks for your answers
positive_feedback,thanks for your asssistance
positive_feedback,thanks for your help
positive_feedback,thanks for your helping
positive_feedback,thanks for your helps
positive_feedback,thanks for your response
positive_feedback,thanks, it was excellent
positive_feedback,thanks, it's awesome work
positive_feedback,thanks, it's good one
positive_feedback,thanks, it's perfect
positive_feedback,thanks, that was awesome job
positive_feedback,thanks, that was fantastic job
positive_feedback,thanks, that was great one
positive_feedback,thanks, that's amazing
positive_feedback,thanks, that's fantastic job
positive_feedback,thanks, that's good
positive_feedback,thanks, that's nice
positive_feedback,thanks, that's nice one
positive_feedback,thanks, that's wonderful work
positive_feedback,that is confirmed
positive_feedback,that is cool, appreciated
positive_feedback,that is cool, much appreciated
positive_feedback,that is cool, thank you
positive_feedback,that is cool, thanks
positive_feedback,that is correct
positive_feedback,that is excellent
positive_feedback,that is excellent, much appreciated
positive_feedback,that is good
positive_feedback,that is good one, i appreciate it
positive_feedback,that is good one, thanks
positive_feedback,that is great one
positive_feedback,that is helpful
positive_feedback,that is helpful, appreciated
positive_feedback,that is helpful, much appreciated
positive_feedback,that is helpful, thank you
positive_feedback,that is helpful, thanks
positive_feedback,that is nice one, i appreciate it
positive_feedback,that is nice one, much appreciated
positive_feedback,that is nice work, thanks
positive_feedback,that is perfect job, i appreciate it
positive_feedback,that is right
positive_feedback,that is useful
positive_feedback,that is useful, appreciated
positive_feedback,that is useful, i appreciate it
positive_feedback,that is useful, thank you
positive_feedback,that is useful, thank you so much
positive_feedback,that is useful, thanks
positive_feedback,that is wonderful, appreciated
positive_feedback,that is wonderful, thank you very much
positive_feedback,that was amazing
positive_feedback,that was amazing, thank you so much
positive_feedback,that was awesome, i appreciate it
positive_feedback,that was confirmed
positive_feedback,that was cool
positive_feedback,that was cool, i appreciate it
positive_feedback,that was cool, much appreciated
positive_feedback,that was cool, thank you so much
positive_feedback,that was cool, thanks
positive_feedback,that was excellent
positive_feedback,that was good one, appreciated
positive_feedback,that was good one, thank you so much
positive_feedback,that was good one, thank you very much
positive_feedback,that was good, thanks
positive_feedback,that was great, thank you
positive_feedback,that was helpful
positive_feedback,that was helpful, i appreciate it
positive_feedback,that was helpful, much appreciated
positive_feedback,that was helpful, thank you so much
positive_feedback,that was nice one
positive_feedback,that was perfect, thank you very much
positive_feedback,that was right
positive_feedback,that was useful
positive_feedback,that was useful, i appreciate it
positive_feedback,that was useful, much appreciated
positive_feedback,that was wonderful work, much appreciated
positive_feedback,that's amazing
positive_feedback,that's amazing job, much appreciated
positive_feedback,that's amazing work
positive_feedback,that's amazing work, i appreciate it
positive_feedback,that's amazing work, thank you
positive_feedback,that's amazing, thank you very much
positive_feedback,that's amazing, thanks
positive_feedback,that's awesome job, i appreciate it
positive_feedback,that's awesome job, thank you very much
positive_feedback,that's awesome work, thank you very much
positive_feedback,that's awesome, thank you very much
positive_feedback,that's confirmed
positive_feedback,that's cool
positive_feedback,that's cool, appreciated
positive_feedback,that's cool, i appreciate it
positive_feedback,that's cool, much appreciated
positive_feedback,that's cool, thank you
positive_feedback,that's cool, thank you so much
positive_feedback,that's cool, thank you very much
positive_feedback,that's cool, thanks
positive_feedback,that's correct
positive_feedback,that's exact
positive_feedback,that's excellent
positive_feedback,that's excellent, thank you
positive_feedback,that's excellent, thanks
positive_feedback,that's fantastic
positive_feedback,that's fantastic job, thank you so much
positive_feedback,that's fantastic work, appreciated
positive_feedback,that's fantastic, much appreciated
positive_feedback,that's fantastic, thank you
positive_feedback,that's good
positive_feedback,that's good one
positive_feedback,that's good one, appreciated
positive_feedback,that's good one, thank you
positive_feedback,that's good one, thank you very much
positive_feedback,that's good, thanks
positive_feedback,that's great
positive_feedback,that's great job, thank you so much
positive_feedback,that's great one, appreciated
positive_feedback,that's great one, i appreciate it
positive_feedback,that's great one, thanks
positive_feedback,that's great work
positive_feedback,that's great work, thank you so much
positive_feedback,that's great, thank you
positive_feedback,that's helpful
positive_feedback,that's helpful, appreciated
positive_feedback,that's helpful, i appreciate it
positive_feedback,that's helpful, much appreciated
positive_feedback,that's helpful, thank you
positive_feedback,that's helpful, thank you so much
positive_feedback,that's helpful, thank you very much
positive_feedback,that's helpful, thanks
positive_feedback,that's nice job, appreciated
positive_feedback,that's nice job, thank you so much
positive_feedback,that's nice one, thank you
positive_feedback,that's nice one, thank you so much
positive_feedback,that's nice one, thank you very much
positive_feedback,that's nice one, thanks
positive_feedback,that's perfect
positive_feedback,that's perfect work, appreciated
positive_feedback,that's perfect, i appreciate it
positive_feedback,that's perfect, much appreciated
positive_feedback,that's useful
positive_feedback,that's useful, appreciated
positive_feedback,that's useful, i appreciate it
positive_feedback,that's useful, much appreciated
positive_feedback,that's useful, thank you
positive_feedback,that's useful, thank you so much
positive_feedback,that's useful, thank you very much
positive_feedback,that's useful, thanks
positive_feedback,that's wonderful
positive_feedback,that's wonderful work, thank you
positive_feedback,that's wonderful, much appreciated
positive_feedback,the answer is confirmed
positive_feedback,the answer was confirmed
positive_feedback,the answer was good
positive_feedback,the command is confirmed
positive_feedback,the command was confirmed
positive_feedback,the command was wonderful
positive_feedback,well done
positive_feedback,well done, appreciated
positive_feedback,well done, i appreciate it
positive_feedback,well done, much appreciated
positive_feedback,well done, thank you
positive_feedback,well done, thank you so much
positive_feedback,well done, thank you very much
positive_feedback,well done, thanks
positive_feedback,wonderful
positive_feedback,wonderful job, you have done well
positive_feedback,wonderful job, you've done well
positive_feedback,wonderful response
positive_feedback,wonderful response to command
positive_feedback,wonderful response to the command
positive_feedback,wonderful work, you did well
positive_feedback,wonderful work, you have done well
positive_feedback,yeah
positive_feedback,yeah affirmative
positive_feedback,yeah agree
positive_feedback,yeah agreed
positive_feedback,yeah amazing response
positive_feedback,yeah amazing response to the command
positive_feedback,yeah answer was correct
positive_feedback,yeah answer was great
positive_feedback,yeah confirmed
positive_feedback,yeah correcly
positive_feedback,yeah correct response
positive_feedback,yeah correct response to command
positive_feedback,yeah correct response to the command
positive_feedback,yeah exact
positive_feedback,yeah exact response
positive_feedback,yeah exact response to command
positive_feedback,yeah exact response to the command
positive_feedback,yeah exactly
positive_feedback,yeah excellent
positive_feedback,yeah excellent response
positive_feedback,yeah excellent response to the command
positive_feedback,yeah fantastic
positive_feedback,yeah fantastic response to command
positive_feedback,yeah fantastic response to the command
positive_feedback,yeah get answer right
positive_feedback,yeah get it perfectly
positive_feedback,yeah get that correcly
positive_feedback,yeah good response
positive_feedback,yeah good response to command
positive_feedback,yeah good response to the command
positive_feedback,yeah got that perfectly
positive_feedback,yeah got the answer exactly
positive_feedback,yeah great
positive_feedback,yeah great response
positive_feedback,yeah great response to command
positive_feedback,yeah it was confirmed
positive_feedback,yeah it's amazing
positive_feedback,yeah it's confirmed
positive_feedback,yeah it's exact
positive_feedback,yeah it's fantastic
positive_feedback,yeah it's good
positive_feedback,yeah it's great
positive_feedback,yeah it's perfect
positive_feedback,yeah perfect response
positive_feedback,yeah perfect response to command
positive_feedback,yeah perfect response to the command
positive_feedback,yeah perfectly
positive_feedback,yeah please
positive_feedback,yeah right
positive_feedback,yeah right response
positive_feedback,yeah right response to command
positive_feedback,yeah right response to the command
positive_feedback,yeah strongly agree
positive_feedback,yeah strongly agreed
positive_feedback,yeah that is confirmed
positive_feedback,yeah that is correct
positive_feedback,yeah that is perfect
positive_feedback,yeah that was confirmed
positive_feedback,yeah that was fantastic
positive_feedback,yeah that's amazing
positive_feedback,yeah that's confirmed
positive_feedback,yeah that's correct
positive_feedback,yeah that's fantastic
positive_feedback,yeah that's good
positive_feedback,yeah that's great
positive_feedback,yeah that's right
positive_feedback,yeah wonderful
positive_feedback,yeah wonderful response
positive_feedback,yeah wonderful response to command
positive_feedback,yeah wonderful response to the command
positive_feedback,yeah you did answer perfectly
positive_feedback,yeah you did command perfectly
positive_feedback,yeah you did it exactly
positive_feedback,yeah you did it perfectly
positive_feedback,yeah you did the command correcly
positive_feedback,yeah you get command exactly
positive_feedback,yeah you get it perfectly
positive_feedback,yeah you get the command right
positive_feedback,yeah you got the answer perfectly
positive_feedback,yeah you got your understanding perfectly
positive_feedback,yeah you have done it correcly
positive_feedback,yeah you have done your understanding right
positive_feedback,yeah you have got my instructions exactly
positive_feedback,yeah you have got my instructions perfectly
positive_feedback,yeah you have got my instructions right
positive_feedback,yeah you have got your understanding perfectly
positive_feedback,yeah you have gotten command perfectly
positive_feedback,yeah you have gotten my instructions correcly
positive_feedback,yeah you have gotten my instructions perfectly
positive_feedback,yeah you have understood my instructions perfectly
positive_feedback,yeah you have understood that right
positive_feedback,yeah you understood command correcly
positive_feedback,yeah you understood my instructions correcly
positive_feedback,yeah you understood my instructions exactly
positive_feedback,yeah you understood your understanding correcly
positive_feedback,yeah you've done it perfectly
positive_feedback,yeah you've done that exactly
positive_feedback,yeah you've done the command exactly
positive_feedback,yeah you've done your understanding exactly
positive_feedback,yeah you've got command perfectly
positive_feedback,yeah you've got my instructions correcly
positive_feedback,yeah you've got my instructions perfectly
positive_feedback,yeah you've got my instructions right
positive_feedback,yeah you've got that perfectly
positive_feedback,yeah you've got your understanding correcly
positive_feedback,yeah you've got your understanding perfectly
positive_feedback,yeah you've gotten command perfectly
positive_feedback,yeah you've gotten it right
positive_feedback,yeah you've gotten my instructions right
positive_feedback,yeah you've gotten your understanding perfectly
positive_feedback,yeah you've understood my instructions exactly
positive_feedback,yeah you've understood my instructions perfectly
positive_feedback,yeah you've understood my instructions right
positive_feedback,yeah your understanding is exact
positive_feedback,yeah your understanding is good
positive_feedback,yeah your understanding was confirmed
positive_feedback,yeap
positive_feedback,yeap affirmative
positive_feedback,yeap agree
positive_feedback,yeap agreed
positive_feedback,yeap amazing
positive_feedback,yeap amazing response to command
positive_feedback,yeap amazing response to the command
positive_feedback,yeap answer was confirmed
positive_feedback,yeap answer was good
positive_feedback,yeap command was confirmed
positive_feedback,yeap confirmed
positive_feedback,yeap correcly
positive_feedback,yeap correct response
positive_feedback,yeap correct response to command
positive_feedback,yeap correct response to the command
positive_feedback,yeap exact response
positive_feedback,yeap exact response to command
positive_feedback,yeap exactly
positive_feedback,yeap excellent
positive_feedback,yeap excellent response
positive_feedback,yeap excellent response to command
positive_feedback,yeap excellent response to the command
positive_feedback,yeap fantastic
positive_feedback,yeap fantastic response
positive_feedback,yeap fantastic response to command
positive_feedback,yeap fantastic response to the command
positive_feedback,yeap get it right
positive_feedback,yeap get that right
positive_feedback,yeap get the command exactly
positive_feedback,yeap get the command perfectly
positive_feedback,yeap good
positive_feedback,yeap good response
positive_feedback,yeap good response to command
positive_feedback,yeap good response to the command
positive_feedback,yeap got it perfectly
positive_feedback,yeap got that right
positive_feedback,yeap great
positive_feedback,yeap great response
positive_feedback,yeap it is confirmed
positive_feedback,yeap it was correct
positive_feedback,yeap it's confirmed
positive_feedback,yeap it's correct
positive_feedback,yeap it's excellent
positive_feedback,yeap it's good
positive_feedback,yeap perfect
positive_feedback,yeap perfect response
positive_feedback,yeap perfect response to the command
positive_feedback,yeap perfectly
positive_feedback,yeap please
positive_feedback,yeap right
positive_feedback,yeap right response
positive_feedback,yeap right response to the command
positive_feedback,yeap strongly agree
positive_feedback,yeap strongly agreed
positive_feedback,yeap that is confirmed
positive_feedback,yeap that is wonderful
positive_feedback,yeap that was confirmed
positive_feedback,yeap that was wonderful
positive_feedback,yeap that's confirmed
positive_feedback,yeap that's correct
positive_feedback,yeap that's exact
positive_feedback,yeap that's excellent
positive_feedback,yeap that's fantastic
positive_feedback,yeap that's right
positive_feedback,yeap that's wonderful
positive_feedback,yeap the command was amazing
positive_feedback,yeap the command was exact
positive_feedback,yeap wonderful
positive_feedback,yeap wonderful response to command
positive_feedback,yeap wonderful response to the command
positive_feedback,yeap you did it right
positive_feedback,yeap you did that perfectly
positive_feedback,yeap you did your understanding correcly
positive_feedback,yeap you get it correcly
positive_feedback,yeap you get that perfectly
positive_feedback,yeap you get your understanding exactly
positive_feedback,yeap you got answer perfectly
positive_feedback,yeap you got your understanding right
positive_feedback,yeap you have done answer exactly
positive_feedback,yeap you have done the command perfectly
positive_feedback,yeap you have done your understanding right
positive_feedback,yeap you have got my instructions correcly
positive_feedback,yeap you have got my instructions exactly
positive_feedback,yeap you have got my instructions perfectly
positive_feedback,yeap you have gotten my instructions perfectly
positive_feedback,yeap you have gotten the command perfectly
positive_feedback,yeap you have gotten your understanding right
positive_feedback,yeap you have understood answer exactly
positive_feedback,yeap you have understood it correcly
positive_feedback,yeap you have understood my instructions exactly
positive_feedback,yeap you have understood my instructions right
positive_feedback,yeap you have understood your understanding right
positive_feedback,yeap you understood my instructions correcly
positive_feedback,yeap you understood my instructions exactly
positive_feedback,yeap you've done command perfectly
positive_feedback,yeap you've done that right
positive_feedback,yeap you've got command correcly
positive_feedback,yeap you've got my instructions correcly
positive_feedback,yeap you've got your understanding right
positive_feedback,yeap you've gotten my instructions perfectly
positive_feedback,yeap you've gotten that correcly
positive_feedback,yeap you've gotten the command correcly
positive_feedback,yeap you've gotten your understanding perfectly
positive_feedback,yeap you've understood it correcly
positive_feedback,yeap you've understood my instructions correcly
positive_feedback,yeap you've understood my instructions exactly
positive_feedback,yeap you've understood my instructions perfectly
positive_feedback,yeap you've understood my instructions right
positive_feedback,yeap you've understood the answer right
positive_feedback,yeap your understanding is confirmed
positive_feedback,yeap your understanding was confirmed
positive_feedback,yes
positive_feedback,yes affirmative
positive_feedback,yes agree
positive_feedback,yes agreed
positive_feedback,yes amazing response
positive_feedback,yes amazing response to command
positive_feedback,yes amazing response to the command
positive_feedback,yes answer was amazing
positive_feedback,yes answer was confirmed
positive_feedback,yes answer was great
positive_feedback,yes command is excellent
positive_feedback,yes command is great
positive_feedback,yes command was confirmed
positive_feedback,yes confirmed
positive_feedback,yes correct
positive_feedback,yes correct response
positive_feedback,yes correct response to the command
positive_feedback,yes correctly
positive_feedback,yes exact
positive_feedback,yes exact response
positive_feedback,yes exactly
positive_feedback,yes excellent response
positive_feedback,yes excellent response to the command
positive_feedback,yes fantastic
positive_feedback,yes fantastic response
positive_feedback,yes fantastic response to the command
positive_feedback,yes get the answer perfectly
positive_feedback,yes get your understanding right
positive_feedback,yes good response
positive_feedback,yes good response to command
positive_feedback,yes got that perfectly
positive_feedback,yes got your understanding correcly
positive_feedback,yes got your understanding exactly
positive_feedback,yes great response
positive_feedback,yes great response to command
positive_feedback,yes great response to the command
positive_feedback,yes it was confirmed
positive_feedback,yes it was perfect
positive_feedback,yes it's amazing
positive_feedback,yes it's confirmed
positive_feedback,yes it's correct
positive_feedback,yes it's excellent
positive_feedback,yes it's great
positive_feedback,yes it's perfect
positive_feedback,yes it's right
positive_feedback,yes perfect response
positive_feedback,yes perfect response to the command
positive_feedback,yes perfectly
positive_feedback,yes please
positive_feedback,yes right
positive_feedback,yes right response
positive_feedback,yes right response to the command
positive_feedback,yes strongly agree
positive_feedback,yes strongly agreed
positive_feedback,yes that is confirmed
positive_feedback,yes that is perfect
positive_feedback,yes that's amazing
positive_feedback,yes that's confirmed
positive_feedback,yes that's correct
positive_feedback,yes that's excellent
positive_feedback,yes that's fantastic
positive_feedback,yes that's good
positive_feedback,yes that's great
positive_feedback,yes that's right
positive_feedback,yes that's wonderful
positive_feedback,yes the command is confirmed
positive_feedback,yes the command was confirmed
positive_feedback,yes wonderful response
positive_feedback,yes wonderful response to command
positive_feedback,yes you did the command right
positive_feedback,yes you get it exactly
positive_feedback,yes you get your understanding perfectly
positive_feedback,yes you got answer correcly
positive_feedback,yes you got command exactly
positive_feedback,yes you got that exactly
positive_feedback,yes you got the command correcly
positive_feedback,yes you have done answer exactly
positive_feedback,yes you have done it exactly
positive_feedback,yes you have done it perfectly
positive_feedback,yes you have done that exactly
positive_feedback,yes you have done that perfectly
positive_feedback,yes you have done the command correcly
positive_feedback,yes you have done your understanding correcly
positive_feedback,yes you have got my instructions exactly
positive_feedback,yes you have got my instructions perfectly
positive_feedback,yes you have got the answer correcly
positive_feedback,yes you have gotten it exactly
positive_feedback,yes you have gotten your understanding perfectly
positive_feedback,yes you have understood command exactly
positive_feedback,yes you have understood my instructions perfectly
positive_feedback,yes you understood it correcly
positive_feedback,yes you understood my instructions correcly
positive_feedback,yes you understood my instructions exactly
positive_feedback,yes you understood my instructions right
positive_feedback,yes you've done command exactly
positive_feedback,yes you've done it perfectly
positive_feedback,yes you've done your understanding correcly
positive_feedback,yes you've done your understanding perfectly
positive_feedback,yes you've done your understanding right
positive_feedback,yes you've got command right
positive_feedback,yes you've got my instructions perfectly
positive_feedback,yes you've got the answer exactly
positive_feedback,yes you've got the command exactly
positive_feedback,yes you've got your understanding perfectly
positive_feedback,yes you've gotten my instructions correcly
positive_feedback,yes you've gotten my instructions exactly
positive_feedback,yes you've gotten my instructions perfectly
positive_feedback,yes you've understood my instructions exactly
positive_feedback,yes you've understood my instructions perfectly
positive_feedback,yes you've understood my instructions right
positive_feedback,yes you've understood that right
positive_feedback,yes your understanding is confirmed
positive_feedback,yes your understanding was confirmed
positive_feedback,yes your understanding was perfect
positive_feedback,you are awesome
positive_feedback,you are awesome, appreciated
positive_feedback,you are awesome, i appreciate it
positive_feedback,you are awesome, thank you
positive_feedback,you are awesome, thank you so much
positive_feedback,you are awesome, thank you very much
positive_feedback,you are awesome, thanks
positive_feedback,you are helpful
positive_feedback,you are helpful, appreciated
positive_feedback,you are helpful, much appreciated
positive_feedback,you are helpful, thank you
positive_feedback,you are helpful, thank you so much
positive_feedback,you are helpful, thanks
positive_feedback,you are hero
positive_feedback,you are hero, appreciated
positive_feedback,you are hero, i appreciate it
positive_feedback,you are hero, thank you so much
positive_feedback,you are hero, thank you very much
positive_feedback,you are hero, thanks
positive_feedback,you are my hero
positive_feedback,you are my hero, appreciated
positive_feedback,you are my hero, i appreciate it
positive_feedback,you are my hero, much appreciated
positive_feedback,you are my hero, thank you
positive_feedback,you are my hero, thank you so much
positive_feedback,you are my hero, thank you very much
positive_feedback,you are my hero, thanks
positive_feedback,you are my star
positive_feedback,you are my star, appreciated
positive_feedback,you are my star, i appreciate it
positive_feedback,you are my star, much appreciated
positive_feedback,you are my star, thank you so much
positive_feedback,you are my star, thank you very much
positive_feedback,you are smart
positive_feedback,you are so helpful
positive_feedback,you are so helpful, appreciated
positive_feedback,you are so helpful, much appreciated
positive_feedback,you are so helpful, thank you
positive_feedback,you are so helpful, thank you so much
positive_feedback,you are so helpful, thank you very much
positive_feedback,you are so smart
positive_feedback,you are star
positive_feedback,you are star, i appreciate it
positive_feedback,you are star, much appreciated
positive_feedback,you are star, thank you
positive_feedback,you are star, thank you so much
positive_feedback,you are star, thanks
positive_feedback,you are the best
positive_feedback,you are the best, appreciated
positive_feedback,you are the best, i appreciate it
positive_feedback,you are the best, much appreciated
positive_feedback,you are the best, thank you
positive_feedback,you are the best, thank you so much
positive_feedback,you are the best, thank you very much
positive_feedback,you did amazing work
positive_feedback,you did amazing work, much appreciated
positive_feedback,you did amazing work, thank you so much
positive_feedback,you did answer exactly
positive_feedback,you did awesome job
positive_feedback,you did awesome work
positive_feedback,you did awesome work, much appreciated
positive_feedback,you did awesome work, thank you so much
positive_feedback,you did awesome work, thank you very much
positive_feedback,you did command perfectly
positive_feedback,you did excellent job
positive_feedback,you did excellent job, thank you so much
positive_feedback,you did fantastic job, appreciated
positive_feedback,you did fantastic job, thank you so much
positive_feedback,you did fantastic work
positive_feedback,you did good job
positive_feedback,you did good job, thanks
positive_feedback,you did good work, thank you very much
positive_feedback,you did good work, thanks
positive_feedback,you did great job
positive_feedback,you did great job, much appreciated
positive_feedback,you did great work
positive_feedback,you did great work, thank you
positive_feedback,you did great work, thanks
positive_feedback,you did it correcly
positive_feedback,you did it exactly
positive_feedback,you did it perfectly
positive_feedback,you did nice job
positive_feedback,you did nice job, appreciated
positive_feedback,you did nice job, much appreciated
positive_feedback,you did nice job, thank you
positive_feedback,you did nice job, thank you very much
positive_feedback,you did nice work, thanks
positive_feedback,you did perfect job
positive_feedback,you did perfect job, thank you so much
positive_feedback,you did perfect job, thank you very much
positive_feedback,you did perfect work
positive_feedback,you did perfect work, i appreciate it
positive_feedback,you did that correcly
positive_feedback,you did that perfectly
positive_feedback,you did the answer right
positive_feedback,you did the command correcly
positive_feedback,you did the command perfectly
positive_feedback,you did wonderful job, i appreciate it
positive_feedback,you did wonderful work, appreciated
positive_feedback,you did wonderful work, i appreciate it
positive_feedback,you did wonderful work, thank you so much
positive_feedback,you did your understanding exactly
positive_feedback,you did your understanding perfectly
positive_feedback,you did your understanding right
positive_feedback,you get it correcly
positive_feedback,you get it perfectly
positive_feedback,you get your understanding right
positive_feedback,you got answer exactly
positive_feedback,you got it correcly
positive_feedback,you got that perfectly
positive_feedback,you got that right
positive_feedback,you got the command perfectly
positive_feedback,you got the command right
positive_feedback,you have done answer perfectly
positive_feedback,you have done answer right
positive_feedback,you have done command correcly
positive_feedback,you have done command exactly
positive_feedback,you have done it correcly
positive_feedback,you have done it correctly
positive_feedback,you have done it correctly i appreciate it
positive_feedback,you have done it correctly much appreciated
positive_feedback,you have done it correctly thank you
positive_feedback,you have done it correctly thank you so much
positive_feedback,you have done it correctly thank you very much
positive_feedback,you have done it correctly thanks
positive_feedback,you have done it perfectly
positive_feedback,you have done it right
positive_feedback,you have done it right appreciated
positive_feedback,you have done it right i appreciate it
positive_feedback,you have done it right much appreciated
positive_feedback,you have done it right thank you
positive_feedback,you have done it right thank you so much
positive_feedback,you have done it right thank you very much
positive_feedback,you have done it right thanks
positive_feedback,you have done that correctly
positive_feedback,you have done that correctly appreciated
positive_feedback,you have done that correctly i appreciate it
positive_feedback,you have done that correctly much appreciated
positive_feedback,you have done that correctly thank you
positive_feedback,you have done that correctly thank you so much
positive_feedback,you have done that correctly thank you very much
positive_feedback,you have done that correctly thanks
positive_feedback,you have done that perfectly
positive_feedback,you have done that right
positive_feedback,you have done that right appreciated
positive_feedback,you have done that right i appreciate it
positive_feedback,you have done that right much appreciated
positive_feedback,you have done that right thank you
positive_feedback,you have done that right thank you so much
positive_feedback,you have done that right thank you very much
positive_feedback,you have done that right thanks
positive_feedback,you have done the command correcly
positive_feedback,you have done the command right
positive_feedback,you have done your understanding correcly
positive_feedback,you have done your understanding exactly
positive_feedback,you have done your understanding right
positive_feedback,you have got answer exactly
positive_feedback,you have got it correcly
positive_feedback,you have got it exactly
positive_feedback,you have got it right
positive_feedback,you have got my instructions correcly
positive_feedback,you have got my instructions perfectly
positive_feedback,you have got my instructions right
positive_feedback,you have got that exactly
positive_feedback,you have got the answer correcly
positive_feedback,you have got the answer exactly
positive_feedback,you have got the answer right
positive_feedback,you have gotten command perfectly
positive_feedback,you have gotten it right
positive_feedback,you have gotten my instructions correcly
positive_feedback,you have gotten my instructions perfectly
positive_feedback,you have gotten that exactly
positive_feedback,you have gotten that perfectly
positive_feedback,you have understood it perfectly
positive_feedback,you have understood my instructions correcly
positive_feedback,you have understood my instructions exactly
positive_feedback,you have understood my instructions perfectly
positive_feedback,you have understood my instructions right
positive_feedback,you helped a lot
positive_feedback,you helped a lot, appreciated
positive_feedback,you helped a lot, i appreciate it
positive_feedback,you helped a lot, much appreciated
positive_feedback,you helped a lot, thank you
positive_feedback,you helped a lot, thank you so much
positive_feedback,you helped a lot, thank you very much
positive_feedback,you helped a lot, thanks
positive_feedback,you rock
positive_feedback,you rock, appreciated
positive_feedback,you rock, i appreciate it
positive_feedback,you rock, much appreciated
positive_feedback,you rock, thank you
positive_feedback,you rock, thank you so much
positive_feedback,you rock, thank you very much
positive_feedback,you rock, thanks
positive_feedback,you understood command exactly
positive_feedback,you understood command perfectly
positive_feedback,you understood my instructions correcly
positive_feedback,you understood my instructions perfectly
positive_feedback,you understood my instructions right
positive_feedback,you understood the answer right
positive_feedback,you've done answer right
positive_feedback,you've done command correcly
positive_feedback,you've done it correctly
positive_feedback,you've done it correctly appreciated
positive_feedback,you've done it correctly i appreciate it
positive_feedback,you've done it correctly much appreciated
positive_feedback,you've done it correctly thank you
positive_feedback,you've done it correctly thank you very much
positive_feedback,you've done it correctly thanks
positive_feedback,you've done it perfectly
positive_feedback,you've done it right
positive_feedback,you've done it right appreciated
positive_feedback,you've done it right i appreciate it
positive_feedback,you've done it right much appreciated
positive_feedback,you've done it right thank you
positive_feedback,you've done it right thank you so much
positive_feedback,you've done it right thank you very much
positive_feedback,you've done it right thanks
positive_feedback,you've done that correctly
positive_feedback,you've done that correctly appreciated
positive_feedback,you've done that correctly i appreciate it
positive_feedback,you've done that correctly much appreciated
positive_feedback,you've done that correctly thank you so much
positive_feedback,you've done that correctly thank you very much
positive_feedback,you've done that correctly thanks
positive_feedback,you've done that exactly
positive_feedback,you've done that right
positive_feedback,you've done that right i appreciate it
positive_feedback,you've done that right much appreciated
positive_feedback,you've done that right thank you so much
positive_feedback,you've done that right thank you very much
positive_feedback,you've done that right thanks
positive_feedback,you've done the command correcly
positive_feedback,you've done the command right
positive_feedback,you've done your understanding correcly
positive_feedback,you've done your understanding right
positive_feedback,you've got it correcly
positive_feedback,you've got my instructions correcly
positive_feedback,you've got my instructions exactly
positive_feedback,you've got my instructions right
positive_feedback,you've got the answer perfectly
positive_feedback,you've got the command exactly
positive_feedback,you've got the command right
positive_feedback,you've got your understanding correcly
positive_feedback,you've gotten answer correcly
positive_feedback,you've gotten it exactly
positive_feedback,you've gotten my instructions correcly
positive_feedback,you've gotten my instructions exactly
